2.228213e+01,6.414552e+00,1.944000e+02
2.322965e+01,-2.577039e+01,209
-1.837393e+00,-3.674787e+00,2.116000e+02
1.571683e+01,9.430099e+00,181
3.671661e+00,9.012258e+00,1.922000e+02
2.572351e+01,-2.278368e+01,2.116000e+02
1.069092e+00,-2.672730e+01,2.052000e+02
7.106440e+00,-1.130570e+01,186
2.309593e+01,-1.456820e+01,2.046000e+02
1.371272e+01,-1.371272e+01,188
2.096504e+01,-1.467553e+01,2.012000e+02
2.374822e+01,1.638962e+01,1.926000e+02
1.570502e+01,-5.889384e+00,1.884000e+02
1.553830e+01,-2.266003e+00,1.864000e+02
2.800757e+01,-1.695195e+01,2.122000e+02
8.665272e+00,9.284220e+00,1.782000e+02
4.975550e+00,4.312143e+00,191
7.427376e+00,-3.105994e+01,1.944000e+02
1.166901e+01,-3.153787e-01,1.816000e+02
9.593694e+00,1.145054e+01,1.782000e+02
2.494548e+01,-9.621828e+00,2.052000e+02
1.425456e+00,-1.461092e+01,2.052000e+02
2.360651e+01,4.447603e+00,197
-3.598373e-01,5.397560e+00,2.072000e+02
1.575504e+01,1.575504e+01,189
1.137864e+01,-2.528587e+00,182
8.398520e+00,-1.065966e+01,186
6.342307e+00,0,1.826000e+02
2.518861e+01,-1.367382e+01,2.072000e+02
1.542160e+01,0,185
3.028885e+01,1.162247e+01,2.028000e+02
2.616497e+01,-2.469088e+01,2.122000e+02
1.534519e+01,-6.529867e+00,188
5.959198e+00,5.645556e+00,1.806000e+02
1.957050e+01,4.975550e+00,191
2.146520e+01,-2.432723e+01,206
2.431333e+00,1.111467e+01,200
7.175907e-01,-1.148145e+01,2.066000e+02
1.821416e+01,1.278187e+01,184
2.134085e+01,-5.507317e+00,1.982000e+02
1.630452e+01,-1.098060e+01,1.916000e+02
8.533980e+00,-1.969380e+01,189
1.352308e+01,-8.693406e+00,1.854000e+02
2.125090e+01,-1.149639e+01,2.006000e+02
8.515224e+00,6.307573e-01,1.816000e+02
1.109904e+01,-3.805384e+00,1.826000e+02
1.995847e+01,1.145158e+01,1.884000e+02
2.725455e+01,6.988347e+00,2.012000e+02
2.229394e+01,1.297707e+01,1.916000e+02
1.956042e+01,-1.098129e+01,1.976000e+02
9.315480e+00,1.211012e+01,1.788000e+02
1.582798e+01,-3.230200e-01,186
2.984844e+01,-5.460080e+00,2.096000e+02
