1.046785e+01,2.671710e+01,2.298343e+00
1.014242e+01,2.673058e+01,2.321000e+00
5.138002e+00,2.077250e+01,-6.563760e+00
6.631982e+00,2.359792e+01,-2.051533e+00
6.645135e+00,2.391615e+01,-2.051883e+00
6.764427e+00,2.245935e+01,-3.466147e+00
6.777480e+00,2.277516e+01,-3.466495e+00
6.904043e+00,2.344369e+01,-2.471694e+00
6.962599e+00,2.390301e+01,-2.073985e+00
6.975753e+00,2.422123e+01,-2.074336e+00
7.079469e+00,2.244630e+01,-3.488081e+00
7.092522e+00,2.276211e+01,-3.488428e+00
7.220815e+00,2.343057e+01,-2.493748e+00
7.280065e+00,2.388986e+01,-2.096088e+00
7.293218e+00,2.420809e+01,-2.096438e+00
7.421827e+00,2.488419e+01,-1.101766e+00
7.368404e+00,2.180165e+01,-3.509319e+00
7.381457e+00,2.211746e+01,-3.509666e+00
7.558069e+00,2.292202e+01,-2.117138e+00
7.641363e+00,2.345076e+01,-1.520543e+00
7.654559e+00,2.377004e+01,-1.520895e+00
7.667755e+00,2.408930e+01,-1.521246e+00
7.680952e+00,2.440858e+01,-1.521598e+00
7.741022e+00,2.487097e+01,-1.123989e+00
7.824602e+00,2.540665e+01,-5.274013e-01
7.683445e+00,2.178861e+01,-3.531252e+00
7.696498e+00,2.210441e+01,-3.531600e+00
7.875534e+00,2.290887e+01,-2.139241e+00
7.959865e+00,2.343757e+01,-1.542718e+00
8.091764e+00,2.410935e+01,-5.482826e-01
8.105032e+00,2.443036e+01,-5.486360e-01
8.118301e+00,2.475137e+01,-5.489895e-01
8.131569e+00,2.507238e+01,-5.493429e-01
8.144837e+00,2.539339e+01,-5.496963e-01
7.529151e+00,2.015346e+01,-7.332606e+00
7.614019e+00,2.066997e+01,-6.736142e+00
7.843235e+00,2.160524e+01,-4.946074e+00
8.265173e+00,2.310510e+01,-1.564541e+00
8.278369e+00,2.342438e+01,-1.564892e+00
8.411999e+00,2.409609e+01,-5.705775e-01
8.473469e+00,2.455877e+01,-1.730652e-01
8.486765e+00,2.488047e+01,-1.734194e-01
8.500062e+00,2.520217e+01,-1.737736e-01
7.837615e+00,2.014069e+01,-7.354082e+00
7.923522e+00,2.065715e+01,-6.757690e+00
8.155853e+00,2.159229e+01,-4.967839e+00
8.705696e+00,2.344081e+01,-5.921656e-01
8.718965e+00,2.376182e+01,-5.925190e-01
8.781099e+00,2.422378e+01,-1.950542e-01
8.867737e+00,2.475794e+01,4.013180e-01
8.881077e+00,2.508069e+01,4.009626e-01
8.894417e+00,2.540343e+01,4.006072e-01
8.220201e+00,2.033409e+01,-6.778896e+00
8.406075e+00,2.112783e+01,-5.387032e+00
8.517943e+00,2.171819e+01,-4.591831e+00
9.025930e+00,2.342755e+01,-6.144605e-01
9.039199e+00,2.374856e+01,-6.148140e-01
9.176363e+00,2.442187e+01,3.792578e-01
9.189702e+00,2.474461e+01,3.789025e-01
9.203042e+00,2.506735e+01,3.785471e-01
9.216382e+00,2.539010e+01,3.781918e-01
8.516879e+00,2.001102e+01,-6.800102e+00
8.579810e+00,2.045869e+01,-6.402718e+00
8.718001e+00,2.111491e+01,-5.408748e+00
8.781089e+00,2.156640e+01,-5.011368e+00
9.220683e+00,2.306554e+01,-1.631064e+00
9.284101e+00,2.352501e+01,-1.233693e+00
9.498328e+00,2.440853e+01,3.568423e-01
8.800735e+00,1.937770e+01,-6.820967e+00
8.813558e+00,1.968796e+01,-6.821309e+00
