-6.762699e-01,3.001485e-01,6.727332e-01,-8.371913e+01
7.324394e-01,2.184234e-01,6.448440e-01,-8.598898e+01
-4.820888e-02,-9.298349e-01,3.648054e-01,-1.007945e+02
-6.624189e-01,2.894745e-01,6.909455e-01,-9.117391e+01
7.453939e-01,2.142192e-01,6.312670e-01,-8.386284e+01
-4.632237e-02,-9.283561e-01,3.687943e-01,-1.018373e+02
-6.385474e-01,3.047080e-01,7.066896e-01,-9.439532e+01
7.626049e-01,2.044522e-01,6.137043e-01,-8.191222e+01
-4.969219e-02,-9.288450e-01,3.671208e-01,-1.020866e+02
-5.024162e-01,3.684454e-01,7.821930e-01,-1.061479e+02
8.593281e-01,1.619206e-01,4.851154e-01,-6.249128e+01
-5.758276e-02,-9.135296e-01,4.026759e-01,-1.005625e+02
-4.601106e-01,3.725918e-01,8.058992e-01,-1.093204e+02
8.822421e-01,1.400317e-01,4.494885e-01,-5.546131e+01
-6.095351e-02,-9.154602e-01,3.977654e-01,-1.001748e+02
-4.264673e-01,3.784580e-01,8.215201e-01,-1.119724e+02
9.002502e-01,1.102137e-01,4.211918e-01,-4.862849e+01
-6.608274e-02,-9.161455e-01,3.953612e-01,-1.001292e+02
-4.200130e-01,3.780959e-01,8.250046e-01,-1.147083e+02
9.012985e-01,1.149763e-01,4.176620e-01,-4.326726e+01
-6.455226e-02,-9.171896e-01,3.931872e-01,-9.966692e+01
-4.035055e-01,3.785821e-01,8.329819e-01,-1.166616e+02
9.155247e-01,9.042094e-02,3.919676e-01,-3.803733e+01
-5.776038e-02,-9.185310e-01,3.911068e-01,-9.879367e+01
-3.860462e-01,3.888566e-01,8.365159e-01,-1.184322e+02
9.131233e-01,1.158761e-01,3.908689e-01,-3.757028e+01
-4.770105e-02,-9.142352e-01,4.023662e-01,-9.789992e+01
-6.185731e-01,4.027361e-01,6.746636e-01,-1.068931e+02
7.831984e-01,3.073382e-01,5.405030e-01,-5.270227e+01
-1.227723e-03,-8.629859e-01,5.052265e-01,-9.004055e+01
-6.600025e-01,3.802153e-01,6.479452e-01,-1.050664e+02
7.497932e-01,3.212283e-01,5.784657e-01,-6.057267e+01
-1.950098e-03,-8.671350e-01,4.980693e-01,-9.069353e+01
-6.880501e-01,3.591040e-01,6.305802e-01,-1.036201e+02
7.220425e-01,3.369860e-01,6.042310e-01,-6.803670e+01
1.427722e-03,-8.736444e-01,4.865629e-01,-9.074175e+01
-7.039111e-01,3.486693e-01,6.188205e-01,-1.019302e+02
7.104428e-01,3.397029e-01,6.163383e-01,-7.472600e+01
3.537109e-03,-8.748064e-01,4.844597e-01,-9.096171e+01
-7.137952e-01,3.561238e-01,6.030525e-01,-1.004822e+02
6.990139e-01,3.363489e-01,6.310697e-01,-8.006566e+01
-1.442906e-02,-8.761209e-01,4.818756e-01,-9.050919e+01
-7.236462e-01,3.576042e-01,5.903011e-01,-9.839404e+01
6.899415e-01,3.333870e-01,6.425215e-01,-8.426540e+01
-2.544492e-02,-8.732478e-01,4.866116e-01,-9.036569e+01
-7.314293e-01,3.562699e-01,5.814489e-01,-9.406576e+01
6.832112e-01,3.427582e-01,6.447784e-01,-8.712907e+01
-2.705523e-02,-8.714401e-01,4.897552e-01,-8.906356e+01
-7.411878e-01,3.458960e-01,5.753230e-01,-8.862249e+01
6.750448e-01,3.687100e-01,6.390363e-01,-8.966722e+01
-1.040607e-02,-8.621843e-01,5.064879e-01,-8.780251e+01
-7.566130e-01,3.352208e-01,5.613945e-01,-8.237230e+01
6.602906e-01,3.846650e-01,6.450188e-01,-9.129189e+01
-2.420286e-03,-8.575561e-01,5.143848e-01,-8.808449e+01
-7.768545e-01,3.244387e-01,5.396634e-01,-7.601530e+01
6.337060e-01,4.057423e-01,6.586272e-01,-9.305819e+01
6.295236e-03,-8.550265e-01,5.185460e-01,-8.785817e+01
-7.929678e-01,3.143590e-01,5.219008e-01,-7.163165e+01
6.104423e-01,4.168568e-01,6.734914e-01,-9.444512e+01
4.690478e-03,-8.514125e-01,5.244757e-01,-8.788865e+01
-8.057319e-01,3.180764e-01,4.996234e-01,-6.665915e+01
5.932807e-01,4.208872e-01,6.862012e-01,-9.677307e+01
-6.976598e-03,-8.481741e-01,5.296716e-01,-8.779557e+01
